song_id,segment_id,combination,individual_transformations,parameters,source_file,generated_file
047,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",047_segment_02.json,047_segment_02.json
072,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",072_segment_01.json,072_segment_01.json
072,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",072_segment_02.json,072_segment_02.json
074,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",074_segment_01.json,074_segment_01.json
074,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",074_segment_02.json,074_segment_02.json
081,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",081_segment_01.json,081_segment_01.json
081,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",081_segment_02.json,081_segment_02.json
082,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",082_segment_01.json,082_segment_01.json
082,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",082_segment_02.json,082_segment_02.json
090,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",090_segment_01.json,090_segment_01.json
090,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",090_segment_02.json,090_segment_02.json
095,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",095_segment_01.json,095_segment_01.json
095,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",095_segment_02.json,095_segment_02.json
096,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",096_segment_01.json,096_segment_01.json
096,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",096_segment_02.json,096_segment_02.json
100,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",100_segment_01.json,100_segment_01.json
100,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",100_segment_02.json,100_segment_02.json
104,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",104_segment_01.json,104_segment_01.json
104,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",104_segment_02.json,104_segment_02.json
105,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",105_segment_01.json,105_segment_01.json
105,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",105_segment_02.json,105_segment_02.json
115,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",115_segment_01.json,115_segment_01.json
115,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",115_segment_02.json,115_segment_02.json
128,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",128_segment_01.json,128_segment_01.json
128,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",128_segment_02.json,128_segment_02.json
143,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",143_segment_01.json,143_segment_01.json
143,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",143_segment_02.json,143_segment_02.json
160,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",160_segment_01.json,160_segment_01.json
160,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",160_segment_02.json,160_segment_02.json
164,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",164_segment_01.json,164_segment_01.json
164,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",164_segment_02.json,164_segment_02.json
167,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",167_segment_01.json,167_segment_01.json
167,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",167_segment_02.json,167_segment_02.json
176,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",176_segment_01.json,176_segment_01.json
176,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",176_segment_02.json,176_segment_02.json
197,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",197_segment_01.json,197_segment_01.json
197,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",197_segment_02.json,197_segment_02.json
204,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",204_segment_01.json,204_segment_01.json
204,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",204_segment_02.json,204_segment_02.json
215,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",215_segment_01.json,215_segment_01.json
215,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",215_segment_02.json,215_segment_02.json
221,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",221_segment_01.json,221_segment_01.json
221,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",221_segment_02.json,221_segment_02.json
224,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",224_segment_01.json,224_segment_01.json
224,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",224_segment_02.json,224_segment_02.json
226,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",226_segment_01.json,226_segment_01.json
226,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",226_segment_02.json,226_segment_02.json
229,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",229_segment_01.json,229_segment_01.json
229,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",229_segment_02.json,229_segment_02.json
234,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",234_segment_01.json,234_segment_01.json
234,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",234_segment_02.json,234_segment_02.json
239,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",239_segment_01.json,239_segment_01.json
239,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",239_segment_02.json,239_segment_02.json
251,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",251_segment_01.json,251_segment_01.json
251,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",251_segment_02.json,251_segment_02.json
271,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",271_segment_01.json,271_segment_01.json
271,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",271_segment_02.json,271_segment_02.json
274,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",274_segment_01.json,274_segment_01.json
274,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",274_segment_02.json,274_segment_02.json
282,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",282_segment_01.json,282_segment_01.json
282,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",282_segment_02.json,282_segment_02.json
285,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",285_segment_01.json,285_segment_01.json
285,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",285_segment_02.json,285_segment_02.json
297,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",297_segment_01.json,297_segment_01.json
297,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",297_segment_02.json,297_segment_02.json
301,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",301_segment_01.json,301_segment_01.json
301,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",301_segment_02.json,301_segment_02.json
345,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",345_segment_01.json,345_segment_01.json
345,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",345_segment_02.json,345_segment_02.json
349,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",349_segment_01.json,349_segment_01.json
349,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",349_segment_02.json,349_segment_02.json
353,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",353_segment_01.json,353_segment_01.json
353,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",353_segment_02.json,353_segment_02.json
364,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",364_segment_01.json,364_segment_01.json
364,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",364_segment_02.json,364_segment_02.json
368,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",368_segment_01.json,368_segment_01.json
368,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",368_segment_02.json,368_segment_02.json
371,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",371_segment_01.json,371_segment_01.json
371,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",371_segment_02.json,371_segment_02.json
374,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",374_segment_01.json,374_segment_01.json
374,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",374_segment_02.json,374_segment_02.json
380,01,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",380_segment_01.json,380_segment_01.json
380,02,melody_harmony,"{""harmony"": ""chord_substitution"", ""melody"": ""transpose""}","{""harmony"": {""parameters"": {""strength"": 0.25}, ""transformation"": ""chord_substitution""}, ""melody"": {""parameters"": {""semitones"": 2}, ""transformation"": ""transpose""}}",380_segment_02.json,380_segment_02.json
