song_id,segment_id,transformation,metric,metric_parameters,value
082,01,simplification,longest_common_subsequence,{},0.608696
082,01,transpose,edit_distance,{},1.000000
082,01,transpose,interval_ngram_similarity,"{""n"": 2}",1.000000
082,01,transpose,longest_common_subsequence,{},1.000000
082,02,interval_modification,edit_distance,{},0.760000
082,02,interval_modification,interval_ngram_similarity,"{""n"": 2}",0.500000
082,02,interval_modification,longest_common_subsequence,{},0.760000
082,02,ornamentation,edit_distance,{},0.700000
082,02,ornamentation,interval_ngram_similarity,"{""n"": 2}",0.432432
082,02,ornamentation,longest_common_subsequence,{},0.700000
082,02,simplification,edit_distance,{},0.640000
082,02,simplification,interval_ngram_similarity,"{""n"": 2}",0.400000
082,02,simplification,longest_common_subsequence,{},0.640000
082,02,transpose,edit_distance,{},1.000000
082,02,transpose,interval_ngram_similarity,"{""n"": 2}",1.000000
082,02,transpose,longest_common_subsequence,{},1.000000
090,01,interval_modification,edit_distance,{},0.714286
090,01,interval_modification,interval_ngram_similarity,"{""n"": 2}",0.368421
090,01,interval_modification,longest_common_subsequence,{},0.714286
090,01,ornamentation,edit_distance,{},0.647059
090,01,ornamentation,interval_ngram_similarity,"{""n"": 2}",0.450000
090,01,ornamentation,longest_common_subsequence,{},0.647059
090,01,simplification,edit_distance,{},0.714286
090,01,simplification,interval_ngram_similarity,"{""n"": 2}",0.466667
090,01,simplification,longest_common_subsequence,{},0.714286
090,01,transpose,edit_distance,{},1.000000
090,01,transpose,interval_ngram_similarity,"{""n"": 2}",1.000000
090,01,transpose,longest_common_subsequence,{},1.000000
090,02,interval_modification,edit_distance,{},0.750000
090,02,interval_modification,interval_ngram_similarity,"{""n"": 2}",0.428571
090,02,interval_modification,longest_common_subsequence,{},0.750000
090,02,ornamentation,edit_distance,{},0.736842
090,02,ornamentation,interval_ngram_similarity,"{""n"": 2}",0.500000
090,02,ornamentation,longest_common_subsequence,{},0.736842
090,02,simplification,edit_distance,{},0.562500
090,02,simplification,interval_ngram_similarity,"{""n"": 2}",0.300000
090,02,simplification,longest_common_subsequence,{},0.562500
090,02,transpose,edit_distance,{},1.000000
090,02,transpose,interval_ngram_similarity,"{""n"": 2}",1.000000
090,02,transpose,longest_common_subsequence,{},1.000000
095,01,interval_modification,edit_distance,{},0.727273
095,01,interval_modification,interval_ngram_similarity,"{""n"": 2}",0.354839
095,01,interval_modification,longest_common_subsequence,{},0.727273
095,01,ornamentation,edit_distance,{},0.730769
095,01,ornamentation,interval_ngram_similarity,"{""n"": 2}",0.483871
095,01,ornamentation,longest_common_subsequence,{},0.730769
095,01,simplification,edit_distance,{},0.545455
095,01,simplification,interval_ngram_similarity,"{""n"": 2}",0.241379
095,01,simplification,longest_common_subsequence,{},0.545455
095,01,transpose,edit_distance,{},1.000000
095,01,transpose,interval_ngram_similarity,"{""n"": 2}",1.000000
095,01,transpose,longest_common_subsequence,{},1.000000
095,02,interval_modification,edit_distance,{},0.750000
095,02,interval_modification,interval_ngram_similarity,"{""n"": 2}",0.421053
095,02,interval_modification,longest_common_subsequence,{},0.750000
095,02,ornamentation,edit_distance,{},0.647059
095,02,ornamentation,interval_ngram_similarity,"{""n"": 2}",0.395349
095,02,ornamentation,longest_common_subsequence,{},0.647059
095,02,simplification,edit_distance,{},0.607143
095,02,simplification,interval_ngram_similarity,"{""n"": 2}",0.305556
095,02,simplification,longest_common_subsequence,{},0.607143
095,02,transpose,edit_distance,{},1.000000
095,02,transpose,interval_ngram_similarity,"{""n"": 2}",1.000000
095,02,transpose,longest_common_subsequence,{},1.000000
096,01,interval_modification,edit_distance,{},0.750000
096,01,interval_modification,interval_ngram_similarity,"{""n"": 2}",0.428571
096,01,interval_modification,longest_common_subsequence,{},0.750000
096,01,ornamentation,edit_distance,{},0.842105
096,01,ornamentation,interval_ngram_similarity,"{""n"": 2}",0.650000
096,01,ornamentation,longest_common_subsequence,{},0.842105
096,01,simplification,edit_distance,{},0.625000
096,01,simplification,interval_ngram_similarity,"{""n"": 2}",0.444444
096,01,simplification,longest_common_subsequence,{},0.625000
096,01,transpose,edit_distance,{},1.000000
096,01,transpose,interval_ngram_similarity,"{""n"": 2}",1.000000
096,01,transpose,longest_common_subsequence,{},1.000000
096,02,interval_modification,edit_distance,{},0.761905
096,02,interval_modification,interval_ngram_similarity,"{""n"": 2}",0.538462
096,02,interval_modification,longest_common_subsequence,{},0.761905
096,02,ornamentation,edit_distance,{},0.720000
096,02,ornamentation,interval_ngram_similarity,"{""n"": 2}",0.571429
096,02,ornamentation,longest_common_subsequence,{},0.720000
096,02,simplification,edit_distance,{},0.571429
096,02,simplification,interval_ngram_similarity,"{""n"": 2}",0.416667
096,02,simplification,longest_common_subsequence,{},0.571429
096,02,transpose,edit_distance,{},1.000000
096,02,transpose,interval_ngram_similarity,"{""n"": 2}",1.000000
096,02,transpose,longest_common_subsequence,{},1.000000
100,01,interval_modification,edit_distance,{},0.750000
100,01,interval_modification,interval_ngram_similarity,"{""n"": 2}",0.407407
100,01,interval_modification,longest_common_subsequence,{},0.750000
100,01,ornamentation,edit_distance,{},0.666667
100,01,ornamentation,interval_ngram_similarity,"{""n"": 2}",0.448276
100,01,ornamentation,longest_common_subsequence,{},0.666667
100,01,simplification,edit_distance,{},0.650000
100,01,simplification,interval_ngram_similarity,"{""n"": 2}",0.571429
100,01,simplification,longest_common_subsequence,{},0.650000
100,01,transpose,edit_distance,{},1.000000
100,01,transpose,interval_ngram_similarity,"{""n"": 2}",1.000000
100,01,transpose,longest_common_subsequence,{},1.000000
100,02,interval_modification,edit_distance,{},0.764706
100,02,interval_modification,interval_ngram_similarity,"{""n"": 2}",0.454545
100,02,interval_modification,longest_common_subsequence,{},0.764706
100,02,ornamentation,edit_distance,{},0.700000
100,02,ornamentation,interval_ngram_similarity,"{""n"": 2}",0.458333
100,02,ornamentation,longest_common_subsequence,{},0.700000
100,02,simplification,edit_distance,{},0.647059
100,02,simplification,interval_ngram_similarity,"{""n"": 2}",0.400000
100,02,simplification,longest_common_subsequence,{},0.647059
100,02,transpose,edit_distance,{},1.000000
100,02,transpose,interval_ngram_similarity,"{""n"": 2}",1.000000
100,02,transpose,longest_common_subsequence,{},1.000000
104,01,interval_modification,edit_distance,{},0.739130
104,01,interval_modification,interval_ngram_similarity,"{""n"": 2}",0.375000
104,01,interval_modification,longest_common_subsequence,{},0.739130
104,01,ornamentation,edit_distance,{},0.785714
104,01,ornamentation,interval_ngram_similarity,"{""n"": 2}",0.689655
104,01,ornamentation,longest_common_subsequence,{},0.785714
104,01,simplification,edit_distance,{},0.608696
104,01,simplification,interval_ngram_similarity,"{""n"": 2}",0.407407
104,01,simplification,longest_common_subsequence,{},0.608696
104,01,transpose,edit_distance,{},1.000000
104,01,transpose,interval_ngram_similarity,"{""n"": 2}",1.000000
104,01,transpose,longest_common_subsequence,{},1.000000
104,02,interval_modification,edit_distance,{},0.739130
104,02,interval_modification,interval_ngram_similarity,"{""n"": 2}",0.375000
104,02,interval_modification,longest_common_subsequence,{},0.739130
104,02,ornamentation,edit_distance,{},0.714286
104,02,ornamentation,interval_ngram_similarity,"{""n"": 2}",0.441176
104,02,ornamentation,longest_common_subsequence,{},0.714286
104,02,simplification,edit_distance,{},0.608696
104,02,simplification,interval_ngram_similarity,"{""n"": 2}",0.407407
104,02,simplification,longest_common_subsequence,{},0.608696
104,02,transpose,edit_distance,{},1.000000
104,02,transpose,interval_ngram_similarity,"{""n"": 2}",1.000000
104,02,transpose,longest_common_subsequence,{},1.000000
105,01,interval_modification,edit_distance,{},0.736842
105,01,interval_modification,interval_ngram_similarity,"{""n"": 2}",0.440000
105,01,interval_modification,longest_common_subsequence,{},0.736842
105,01,ornamentation,edit_distance,{},0.739130
105,01,ornamentation,interval_ngram_similarity,"{""n"": 2}",0.538462
105,01,ornamentation,longest_common_subsequence,{},0.739130
105,01,simplification,edit_distance,{},0.684211
105,01,simplification,interval_ngram_similarity,"{""n"": 2}",0.550000
105,01,simplification,longest_common_subsequence,{},0.684211
105,01,transpose,edit_distance,{},1.000000
105,01,transpose,interval_ngram_similarity,"{""n"": 2}",1.000000
105,01,transpose,longest_common_subsequence,{},1.000000
105,02,interval_modification,edit_distance,{},0.714286
105,02,interval_modification,interval_ngram_similarity,"{""n"": 2}",0.368421
105,02,interval_modification,longest_common_subsequence,{},0.714286
105,02,ornamentation,edit_distance,{},0.705882
105,02,ornamentation,interval_ngram_similarity,"{""n"": 2}",0.526316
105,02,ornamentation,longest_common_subsequence,{},0.705882
105,02,simplification,edit_distance,{},0.500000
105,02,simplification,interval_ngram_similarity,"{""n"": 2}",0.157895
105,02,simplification,longest_common_subsequence,{},0.500000
105,02,transpose,edit_distance,{},1.000000
105,02,transpose,interval_ngram_similarity,"{""n"": 2}",1.000000
105,02,transpose,longest_common_subsequence,{},1.000000
115,01,interval_modification,edit_distance,{},0.714286
115,01,interval_modification,interval_ngram_similarity,"{""n"": 2}",0.444444
115,01,interval_modification,longest_common_subsequence,{},0.714286
115,01,ornamentation,edit_distance,{},0.705882
115,01,ornamentation,interval_ngram_similarity,"{""n"": 2}",0.526316
115,01,ornamentation,longest_common_subsequence,{},0.705882
115,01,simplification,edit_distance,{},0.642857
115,01,simplification,interval_ngram_similarity,"{""n"": 2}",0.466667
115,01,simplification,longest_common_subsequence,{},0.642857
115,01,transpose,edit_distance,{},1.000000
115,01,transpose,interval_ngram_similarity,"{""n"": 2}",1.000000
115,01,transpose,longest_common_subsequence,{},1.000000
115,02,interval_modification,edit_distance,{},0.760000
115,02,interval_modification,interval_ngram_similarity,"{""n"": 2}",0.454545
115,02,interval_modification,longest_common_subsequence,{},0.760000
115,02,ornamentation,edit_distance,{},0.700000
115,02,ornamentation,interval_ngram_similarity,"{""n"": 2}",0.432432
115,02,ornamentation,longest_common_subsequence,{},0.700000
115,02,simplification,edit_distance,{},0.640000
115,02,simplification,interval_ngram_similarity,"{""n"": 2}",0.400000
115,02,simplification,longest_common_subsequence,{},0.640000
115,02,transpose,edit_distance,{},1.000000
115,02,transpose,interval_ngram_similarity,"{""n"": 2}",1.000000
115,02,transpose,longest_common_subsequence,{},1.000000
128,01,interval_modification,edit_distance,{},0.739130
128,01,interval_modification,interval_ngram_similarity,"{""n"": 2}",0.375000
128,01,interval_modification,longest_common_subsequence,{},0.739130
128,01,ornamentation,edit_distance,{},0.750000
128,01,ornamentation,interval_ngram_similarity,"{""n"": 2}",0.531250
128,01,ornamentation,longest_common_subsequence,{},0.750000
128,01,simplification,edit_distance,{},0.695652
128,01,simplification,interval_ngram_similarity,"{""n"": 2}",0.520000
128,01,simplification,longest_common_subsequence,{},0.695652
128,01,transpose,edit_distance,{},1.000000
128,01,transpose,interval_ngram_similarity,"{""n"": 2}",1.000000
128,01,transpose,longest_common_subsequence,{},1.000000
128,02,interval_modification,edit_distance,{},0.750000
128,02,interval_modification,interval_ngram_similarity,"{""n"": 2}",0.483871
128,02,interval_modification,longest_common_subsequence,{},0.750000
128,02,ornamentation,edit_distance,{},0.724138
128,02,ornamentation,interval_ngram_similarity,"{""n"": 2}",0.545455
128,02,ornamentation,longest_common_subsequence,{},0.724138
128,02,simplification,edit_distance,{},0.625000
128,02,simplification,interval_ngram_similarity,"{""n"": 2}",0.428571
128,02,simplification,longest_common_subsequence,{},0.625000
128,02,transpose,edit_distance,{},1.000000
128,02,transpose,interval_ngram_similarity,"{""n"": 2}",1.000000
128,02,transpose,longest_common_subsequence,{},1.000000
143,01,interval_modification,edit_distance,{},0.666667
143,01,interval_modification,interval_ngram_similarity,"{""n"": 2}",0.428571
143,01,interval_modification,longest_common_subsequence,{},0.666667
143,01,ornamentation,edit_distance,{},0.714286
143,01,ornamentation,interval_ngram_similarity,"{""n"": 2}",0.571429
143,01,ornamentation,longest_common_subsequence,{},0.714286
143,01,simplification,edit_distance,{},0.333333
143,01,simplification,interval_ngram_similarity,"{""n"": 2}",0.000000
143,01,simplification,longest_common_subsequence,{},0.333333
143,01,transpose,edit_distance,{},1.000000
143,01,transpose,interval_ngram_similarity,"{""n"": 2}",1.000000
143,01,transpose,longest_common_subsequence,{},1.000000
143,02,interval_modification,edit_distance,{},0.714286
143,02,interval_modification,interval_ngram_similarity,"{""n"": 2}",0.368421
143,02,interval_modification,longest_common_subsequence,{},0.714286
143,02,ornamentation,edit_distance,{},0.705882
143,02,ornamentation,interval_ngram_similarity,"{""n"": 2}",0.450000
143,02,ornamentation,longest_common_subsequence,{},0.705882
143,02,simplification,edit_distance,{},0.571429
143,02,simplification,interval_ngram_similarity,"{""n"": 2}",0.294118
143,02,simplification,longest_common_subsequence,{},0.571429
143,02,transpose,edit_distance,{},1.000000
143,02,transpose,interval_ngram_similarity,"{""n"": 2}",1.000000
143,02,transpose,longest_common_subsequence,{},1.000000
160,01,interval_modification,edit_distance,{},0.714286
160,01,interval_modification,interval_ngram_similarity,"{""n"": 2}",0.368421
160,01,interval_modification,longest_common_subsequence,{},0.714286
160,01,ornamentation,edit_distance,{},0.705882
160,01,ornamentation,interval_ngram_similarity,"{""n"": 2}",0.526316
160,01,ornamentation,longest_common_subsequence,{},0.705882
160,01,simplification,edit_distance,{},0.642857
160,01,simplification,interval_ngram_similarity,"{""n"": 2}",0.375000
160,01,simplification,longest_common_subsequence,{},0.642857
160,01,transpose,edit_distance,{},1.000000
160,01,transpose,interval_ngram_similarity,"{""n"": 2}",1.000000
160,01,transpose,longest_common_subsequence,{},1.000000
160,02,interval_modification,edit_distance,{},0.750000
160,02,interval_modification,interval_ngram_similarity,"{""n"": 2}",0.428571
160,02,interval_modification,longest_common_subsequence,{},0.750000
160,02,ornamentation,edit_distance,{},0.736842
160,02,ornamentation,interval_ngram_similarity,"{""n"": 2}",0.434783
160,02,ornamentation,longest_common_subsequence,{},0.736842
160,02,simplification,edit_distance,{},0.687500
160,02,simplification,interval_ngram_similarity,"{""n"": 2}",0.444444
160,02,simplification,longest_common_subsequence,{},0.687500
160,02,transpose,edit_distance,{},1.000000
160,02,transpose,interval_ngram_similarity,"{""n"": 2}",1.000000
160,02,transpose,longest_common_subsequence,{},1.000000
